text,language,source,label
"This was emphasised by President Cyril Ramaphosa in his 2022 State of the Nation Address. “This work will build on the foundation of the Economic Reconstruction and Recovery Plan, which remains our common programme to rebuild the economy,” he said. The President said government’s priorities are overcoming the Coronavirus Disease (COVID-19) pandemic, building infrastructure, increasing local production, creating jobs and addressing the energy crisis. “If there is one thing we all agree on, it is that the present situation – of deep poverty, unemployment and inequality – is unacceptable and unsustainable.” Creating jobs Last year, the unemployment rate reached its highest recorded level of 34.9% in the third quarter, following the financial devastation caused by COVID-19.",eng,human,0
"Yolisa overcame a childhood of poverty in the Eastern Cape by discovering a passion for arts and crafts. Through her skill in beadwork, she achieved significant success and built a thriving creative career. She now leads her own organization dedicated to sharing her knowledge and empowering others to succeed.",eng,machine,1
"The community of Tafelkop has seen its dreams realized through a significant land ownership initiative. President Cyril Ramaphosa handed over title deeds to 30 local farmers, granting them formal ownership of their land. This process was facilitated by the Department of Public Works and Infrastructure to promote sustainable agricultural development. By securing these deeds, the farmers are now empowered to invest in their land and enhance food security within their region.",eng,machine,1
"South Africans must remember to fight crime, not foreigners, upholding the inclusive spirit of our democracy. This sentiment echoes the 1955 Freedom Charter and our current Constitution, which affirm that South Africa belongs to all who live in it, regardless of their origin. Redirecting collective anger toward actual criminals rather than migrants is the only way to preserve the unity and justice our liberators envisioned.",eng,machine,1
"Zanele Ludziya, a community mental health specialist at Stikland Hospital in the Western Cape, emphasizes that those grieving the loss of a loved one are not alone. She notes that coping with such a loss is never an easy process. Her guidance aims to provide emotional support and reassurance to individuals navigating the difficulties of bereavement.",eng,machine,1
"• The South African education system also caters for people who dropped out before Grade Nine, through the Department of Higher Education and Training’s adult basic education and training programme.",eng,human,0
"Understanding Attention Deficit Hyperactivity Disorder (ADHD) and Attention Deficit Disorder (ADD) is crucial for ensuring a child's healthy development. These conditions, characterized by difficulty concentrating and poor impulse control, can lead to significant long-term challenges if left untreated. Early intervention and proper support are essential to help affected children overcome these hurdles and reach their full potential.",eng,machine,1
"He explained that various government agencies were working together to identify wrongdoers, punish them, and to get looted State money refunded. Safety and security will be strengthened through the recruitment of 12 000 police personnel and the reestablishment of community policing forums. Fighting GBVF Government will also continue to intensify the fight against Gender-Based Violence and Femicide (GBVF) this year, through the implementation of the National Strategic Plan on GBVF. Three new laws are already working to strengthen the criminal justice system and support survivors.",eng,human,0
"He adds that the project is part of the National Development Plan 2030 and National Transport Master Plan 2050 and supports government’s Economic Reconstruction and Recovery Plan.To this end, government intends to develop a transport system that is consistent with the real needs of the people living in South Africa and caters for people with less money to spend on travel.Maketane says the upgrades will take between eight and 10 years to complete and road closures will be kept to the minimum. He adds that motorists will be kept informed of traffic delays and the KwaZulu-Natal traffic authorities will help maintain traffic control.Sanral appeals to motorists to heed all warning signs, reduce their speed when approaching a construction site and to have consideration for other road users .",eng,human,0
"Tax collection initiatives are being prioritized to support economic recovery and drive national growth. Recent data shows a significant 25% improvement over the previous year, which also represents a 15% increase compared to pre-pandemic levels. These developments highlight the crucial role of the South African Revenue Service (SARS) in stabilizing the economy.",eng,machine,1
"The SIU was also aut horised to institute civil proceedings for the recovery of any damages or losses incurred by the state. Report findings The SIU investigated 5 467 contracts awarded to 3 066 service providers, worth a total of R14.3 billion. The investigation into 4 549 contracts have been finalised, and 2 803 of these were found to be irregular. This amounts to 62% of the finalised investigations.",eng,human,0
"Fraud and corruption remain pervasive and deeply entrenched in both the public and private sectors.Although it may not be on the scale of state capture, such criminal activities cost our country greatly, weaken our institutions and deprive South Africans of many basic needs.Corruption is deeply immoral at the best of times, but takes on a greater depravity in the midst of a humanitarian crisis. One speaks here of the despicable acts of corruption last year in the procurement of goods and services needed for our fight against the COVID-19 pandemic.We acted swiftly to stop such corruption, to identify those responsible and to take action against them. This is proof of our commitment to root out corruption.We tightened up Treasury regulations, established the fusion centre and gave the SIU a wide-ranging mandate to investigate all COVID-19-related corruption allegations. In a first for the country, we also published online the details of all COVID-19 procurement contracts across all public entities.The damage done to our country by state capture is deep.",eng,human,0
"Certainly, there are signs of hope. The number of new confirmed cases in South Africa continues to decline. At the peak of the disease just one month ago, we were recording around 12,000 new cases a day. This has dropped to an average of around 5,000 a day over the past week.",eng,human,0
"In the UK and the French capital, Paris, public exercise is limited to certain hours and within a certain distance of one’s home.Containment and prevention measures similar to ours are in place in a number of countries. For example, alcohol sales during lockdown have been either restricted or banned in a number of territories and by local governments, including parts of Mexico, Hong Kong and Greenland, which last month imposed a ban on alcohol sales during lockdown to limit infection but also ‘to curb violence against women and children.’There has been much public comment on government’s decision to extend the prohibition on the sale of tobacco products into level 4. A decision like this is bound to be controversial, but it is wrong to suggest that there are Ministers or a President doing and saying whatever they want on this matter.On 23 April, I announced that cigarette sales would be permitted during level 4. This was based on the view of the National Coronavirus Command Council (NCCC), and which was contained in the draft framework that was published for consulation.After careful consideration and discussion, the NCCC reconsidered its position on tobacco.",eng,human,0
"The Sunflower Fund is dedicated to saving lives by supporting patients diagnosed with blood-related diseases. Palesa Mokome, the organization's head of marketing and communications, emphasizes that many individuals are identified with these conditions annually. This initiative aims to provide critical assistance to those facing these ongoing health challenges.",eng,machine,1
We need to ensure that these investigations are thorough and concluded without delay. The country needs to know what happened. Arrangements are being made to ensure that the work of Parliament can continue even if the buildings cannot be used. It is vital that Parliament continues to consider and pass laws that will transform society and continues to provide oversight and ensure accountability as government works to implement the mandate it received from the people.,eng,human,0
"Minister Pandor has reaffirmed South Africa's commitment to youth education, stating that supporting poor and vulnerable families is a national obligation. Speaking at a press conference, she outlined the process for introducing a new educational initiative. This move aims to ensure that the most marginalized youth have access to essential learning opportunities.",eng,machine,1
"ASIDI has commenced the rapid development of school infrastructure in Mthatha, Eastern Cape. The project involves the construction of a new glass structure situated at the residence of community member Nkululeko Ralo. This initiative aims to address the various infrastructural challenges and delays that the school has faced in recent years.",eng,machine,1
"Crime, not migrants, is the common enemy we must work together to defeat. We cannot defeat crime through incitement, violence, intimidation and vigilantism aimed at foreign nationals, and specifically nationals from other African countries. We acknowledge many communities are frustrated by the apparent inability of the police to deal with criminals. Among the measures we are taking to capacitate the police is the recruitment of an additional 12 000 additional police officers.",eng,human,0
"Older children should be given a more comprehensive explanation.• Inform close relatives and your child’s friends, teachers and other responsible school officials. • Ensure your child receives a comprehensive medical assessment by a qualified professional, ideally a neurologist.• Emphasise your child’s abilities and any activity that will improve their self-acceptance, self-worth and self-confidence. • Ensure adult supervision for some activities, such as swimming.• Ensure medication is administered and taken reg ularly as prescribed.• Provide a set routine with plenty of rest, three balanced meals per day and regular exercise.• When explaining seizures use words that your child will understand.• Never allow your child to use seizures as an excuse for getting out of chores or accepting responsibility.",eng,human,0
"“I was at Chrysalis Acade-my as a facilitator when NCC came to talk to the students about the opportunity to ap-ply for training for the first all-female wildland firefight-ing team. Even though I was not one of the students, I was very interested and applied for the training, and I was accepted,” Arendse says. Arendse went through the training, which combined theory and practical aspects of firefighting. “I learnt so much.",eng,human,0
"Introduced by the government in 1991, zero-rated goods were designed to provide essential financial relief to low-income households. Over the decades, the list of VAT-free items has expanded significantly to better support citizens facing economic challenges. By prioritizing these essential goods, families can effectively lower their daily expenses and stretch their limited budgets further.",eng,machine,1
"Surfers Not Street Children is an organization dedicated to providing surfing lessons and developmental programs for street children and underprivileged urban youth. The initiative leverages the sport of surfing to keep vulnerable children off the streets and provide them with positive alternatives. By offering these opportunities, the organization aims to empower youth and reduce the number of children living in homelessness within city centers.",eng,machine,1
"Recent employment statistics indicate that the national economy is finally showing signs of a meaningful recovery. This positive trend comes after a period of intense hardship, marked by the global pandemic and the civil unrest of July 2021. The growth is particularly noteworthy as the country continues to rebuild following devastating floods in KwaZulu-Natal, the Eastern Cape, and the North West. These figures offer a much-needed sense of optimism for a resilient nation.",eng,machine,1
"This is particularly important at a time when public finances are limited.The Presidential Employment Stimulus is another example of partnership in action. Understanding that it will take time for economic growth to translate into private sector employment, we have launched the employment stimulus to start creat ing work opportunities now. This programme is being coordinated from the Presiden cy, but is being implemented by a range of government departments and different spheres. Through this programme, tens of thousands of unemployed people are able to both earn and learn as they provide valuable social services.In time, this programme will include a ‘social employment’ part, where we will partner with other social actors to employ people in a variety of activities – from improving food security, to tackling gender-based violence to upgrading informal settlements – that all contribute to the common good.",eng,human,0
"The people of South Africa have come so far, endured so much and made such great progress in the fight against HIV , AIDS and Tuberculosis. Let us intensify both our resolve and our actions to confront and overcome AIDS once and for all.",eng,human,0
"These provide an attractive manufacturing base for companies seeking to supply both local and international markets. Their value has increased further with the establishment of the African Continental Free Trade Area, which officially commenced trading at the beginning of the year. While the rate of invest-ment has slowed due to the effects of the pandemic, and several projects have been delayed, the investment drive is beginning to gather pace once again. As we make progress with the implementation of the Economic Reconstruction and Recovery Plan – with its focus on infrastructure, industrial development, employment and structural reform – the environment for investment will improve further.",eng,human,0
"This topic focuses on building a society that prioritizes the care and protection of children. It highlights the tragedy of preventable deaths, such as that of Enock, which occur when adults fail to uphold their responsibilities. The goal is to ensure a collective commitment to safeguarding children and providing them with a secure, nurturing environment.",eng,machine,1
"Reflecting on the shifts in global alliances brought about by the end of the Cold War, he wrote that countries would have to “recast their nets” if they were to reap any benefit from internatio-nal affairs. Since the tectonic shift of 1994 when we made a decisive break with not just apartheid but the interna-tional relations outlook of its architects, South Africa’s foreign policy continues to be characterised by this “recasting the net”. Our foreign policy priorities are regional political and economic integration, pursing African development, multilateral engagement and the pro-motion of democracy, peace and human rights. To this end, we have forged strategic alliances with both the countries of the Global South and mutually beneficial coope-ration with the countries of the North.",eng,human,0
"Empowering women through agricultureDr Zulu believes agri culture can play a role in empowering women economically and creating more jobs for women. “If you empower a woman, you empower the nation. We are able to share our knowledge and get more people involved.”She adds that women do not have to limit themselves to primary agriculture but need to explore other aspects of the industry such as agro-processing, packaging and reselling. “Financial independence is the only thing that can help us end the scourge of gender-based violence and that can be achieved through farming, among other things,” said Dr Zulu.",eng,human,0
"This is clearly a virus that affects people of all nationalities. Let us lower the wing of compassion to those who are infected, and to those who have returned home from high-risk countries. Let us assist those in need and those more vulnerable, instead of shunning them. We will remain faithful to the values of tolerance and respect that define us as a people.",eng,human,0
"The public health campaign ""Ngokubambisana Singayinqoba i-COVID-19"" emphasizes the critical role of community unity in combating the pandemic. Translated as ""Together we can defeat COVID-19,"" the initiative encourages citizens to adhere to safety protocols and increase vaccination rates. By fostering a collective effort, health officials aim to reduce transmission and protect vulnerable populations across the region. This strategic approach highlights the importance of social cooperation in achieving long-term public health goals.",eng,machine,1
"IVulekamali, an initiative founded two years ago by Mgcinimafa Kazwelonke, is working to empower citizens across South Africa. Established in collaboration with various community organizations, the project focuses on driving local development and support. This impactful effort was recently recognized and honored with an award at the 17th Sector Innov event.",eng,machine,1
"The Best District award was won by Umzinyathi (KwaZulu-Natal). The ZF Mgcawu District (Northern Cape) came second and Metro North (Western Cape) came third. Each district won office and computer equipment. In 2020/21, the NSNP provided meals to children at 21 189 schools.",eng,human,0
"This is the implementation of our commitment that the state should actively support employment while the labour market recovers.Through the Presidential Employment Stimulus we have brought young people into the labour force in far greater numbers in an unprecedented manner in a short space of time. Some 84% of the participants in phase one were young people under the age of 35, and two-thirds were women.In phase two we expect this number to be even higher, as the stimulus will provide almost R1 billion in funding for the Presidential Youth Employment Intervention. As part of the intervention, several young people will be recruited into a revitalised National Youth Service. Young people will receive training in digital skills and youth-owned enterprises will receive support to expand and hire.Unemployment in our country is a crisis.",eng,human,0
"A legal divorce signifies the definitive end of a marriage, occurring when all attempts at reconciliation have failed and the relationship is deemed irretrievable. Beyond the emotional separation, the legal process provides a formal framework to divide shared assets and property fairly between both parties. Furthermore, it ensures that all previously agreed-upon terms and obligations are legally binding and strictly enforced.",eng,machine,1
Consuming alcohol during pregnancy poses serious risks to the health and development of an unborn child. Pregnant women struggling with alcohol addiction are encouraged to visit their nearest health clinics to seek professional help and guidance. Taking this proactive step is vital for managing dependency and ensuring a safe environment for both the mother and the baby.,eng,machine,1
"The Commission for Gender Equality (CGE) works to ensure that all individuals have access to justice. They provide critical assistance with issues such as child maintenance, domestic violence, gender-based discrimination, and gender-based violence (GBV). To support victims, the CGE offers free legal counseling and essential resources. These services help vulnerable individuals protect their rights and navigate the legal system.",eng,machine,1
"Later, pregnancy and childbirth had a profound impact on my attitude towards sex. It became a physical expression of love and was extremely healing.” Finding her voice Karmilla got involved with Slutwalk Johannesburg and did her first Slutwalk in 2011. SlutWalk is a protest march calling for an end to rape culture, including victim blaming and shaming of sexual assault victims. “I finally let go of the guilt and shame and felt completely healed.",eng,human,0
"Through this reporting they have earned people’s trust.A free press is not an end in itself. It is a means by which democracy is secured and upheld. During this pandemic, our media has played not just its traditional watchdog role, but exercised its civic duty in supporting the national effort to contain the coronavirus.Given the importance of the media to the health of our de-mocracy, it is a great concern that like all other sectors of the economy, the coronavirus crisis has hit our media houses hard. Some publications lost as much as 60 percent of their income in the early days of the lockdown.",eng,human,0
"Child development centers serve as the essential key to our future by nurturing and empowering the next generation. This vital work is exemplified by the center established by Impande South Africa, which operates with the support of the Nelson Mandela Foundation. The success of such institutions relies heavily on the profound dedication of staff members who work tirelessly to support and guide young children. By investing in these developmental spaces, we are ultimately building a brighter and more stable society for all.",eng,machine,1
"According to the Road Traffic Management Corporation (RTMC), only 42% of the 32 748 driver’s licence cards produced during this time have been collected. Minister of Transport Fikile Mbalula opened the RTMC licensing centres in Midrand and Eco Park last year, in response to the backlog of expired driver’s licences due to COVID-19.The Driver’s Licence Card Account, which prints the licences, is working around the clock to fast-track production and remains on course to clear the backlog by the end of June. The RTMC says people can check the status of their application before going to the testing centre to collect it. This can be done by SMS or online.",eng,human,0
"Curbing corrup tion in the public service remains a government priority and the National Anti-Corruption Hotline makes it easy for members of the public to report suspected acts of corruption. The hotline was launched by the Public Service Com-mission (PSC) in 2004 and since then, more than 100 000 calls reporting alle-gations of corruption and maladministration have been received. These calls by whistle-blowers have resulted in 24 035 cases of corruption, fraud and other crimes being investigated, says Public Service Commis-sioner Michael Seloane, who oversees all the work done by the commission. Between 2020 and 2021, 337 cases were reported via the hotline.",eng,human,0
"Obakeng Mabotja, the Station Manager at Matimba Power Station, has highlighted the devastating impact that South Africa's electricity shortage is having on the daily lives of its citizens. He warned that the lack of sufficient power supply creates severe disruptions, affecting everything from basic household needs to industrial productivity. According to Mabotja, this ongoing energy crisis has become a significant burden, hindering socio-economic stability across the country.",eng,machine,1
"“If you are self-isolating it means you have to find a part of the house where you are totally cut off from the rest of the family. No one should come within three metres of you. You must eat on your own; use your own cutlery and crockery; use your own bathroom, if possible; and make sure there’s no contact with anyone else in the family.“Your doctor or primary care giver should help you with certain basic medications to ease most of the symptoms, especially things like body aches and pains, headache and fever. There are also some good vitamins one can use to stay healthy,” he says.It’s also important to get enough rest and drink enough water or clear fluids to make sure that your urine stays a pale clear colour.",eng,human,0
"Construction sites are increasingly viewed as the ideal training ground for aspiring engineers. These bustling environments provide essential hands-on experience amidst the noise of heavy machinery and the intensity of active building projects. By working alongside a diverse and hardworking workforce, trainees develop practical skills that complement their formal academic education.",eng,machine,1
"They were told that 21 of their children had been found dead, in a tavern. The youngest child was only 13 years old. The police investigation into the tragedy is proceeding apace. Flowing from the investigations, the Buffalo City Metro is looking into whether the tavern violated any municipal regulations.",eng,human,0
"Elizabeth said the stimulation area has been particularly beneficial.“Lithemba can now indicate when she is thirsty, hungry or has wet herself.”The Oasis ECD centre is one of 10 that received new buildings from the National Lotteries Commission (NLC) as part of the commission’s Legacy Project. This countrywide initiative is aligned with the National Development Plan’s commitment to improving education, innovation and training, and ensuring that all children have at least two years of preschool education.The centre accommodates children who live with a variety of conditions, including autism, down syndrome, cerebral palsy and foetal alcohol syndrome. Each of the four classes at the ECD centre has 10 to 15 pupils, says Acting Chairperson of Oasis Skills Development Centre Marina Johannesen.The department contributes a subsidy of R20 per child, which covers children between the ages of two and seven and those who are 18 years of age and above. In 2015, the DSD donated a stimulation centre, computer lab and a bus to transport pupils to and from school.“Once a week, therapists from the local hospital come to the centre to assess and treat the children,”says Johannesen.",eng,human,0
"At the same time we need more young journalists in the profession who are tech-savvy, abreast with new trends in storytelling and in touch with the concerns of a youthful population.As a society we owe the media our full support. Whether it is electing to pay for content, supporting crowdfunded journalism, paying our SABC license fees or simply buying a newspaper, we can all play our part to support this industry in crisis. As government, despite the gloomy economic climate we will continue to extend advertising spend to publications and broadcasters, especially community media.The private sector must also continue to support the industry through advertising and working with media houses in the production of innovative content in line with global media trends. Local philanthropic and donor organisations should also come on board and support public interest journalism ventures, as is the case in many democracies.The proliferation of fake news during the pandemic, primarily on social media platforms, has added to the urgency for more news that is accurate, fair and impartial.",eng,human,0
"The new law also significantly tightens up our bail regime. A prosecutor who does not oppose bail in designated cases must have their reasons placed on record. The court must consider any threats of violence made against the complainant and the complainant’s view of their own safety. Unless the court is satisfied that exceptional circumstances exist that warrant release on bail, bail must be denied.",eng,human,0
"Trainee engineers are finding that practical experience on active construction sites provides the most effective learning environment for their development. These sites offer immersive exposure to the realities of the industry, characterized by the constant noise of heavy machinery and demanding conditions. Both men and women are working diligently on-site to gain the hands-on skills necessary for their profession. This real-world application is considered superior to traditional classroom settings for mastering engineering fundamentals.",eng,machine,1
South Africa has launched a major crackdown to combat systemic corruption. Officials have faced significant challenges in dismantling the complex networks that facilitated these illegal activities. Investigations revealed that shell companies were frequently established to move illicit funds and conceal payments. These efforts aim to restore transparency and accountability within the country's financial systems.,eng,machine,1
"With the arrival of winter, authorities are urging the public to take extra precautions to prevent devastating fires. Dr. Gary Dos Passos warns that fire risks intensify during the colder months, posing a significant threat to households. He stresses that parents and caregivers must remain particularly vigilant to ensure the safety of both themselves and their children.",eng,machine,1
The government has pledged to assist residents in KwaZulu-Natal and Mpumalanga in rebuilding their lives and homes following recent devastating floods. The extreme weather caused significant loss of life and widespread destruction across both provinces. This relief effort aims to provide much-needed support to affected communities as they recover from the catastrophic disaster.,eng,machine,1
"But countries with strong institutions, vigilant judicial systems and a robust media have been able to prevent human rights from being undermined and the authority of the state being abused. It has been six months since the national state of disaster was proclaimed. Despite the unprecedented nature of the disease and the immense challenge of placing a country of 58 million people under lockdown, we have fared well. We have managed to contain the spread of the disease primarily because of the cooperation and vigilance of all citizens.This is in no small part due to the sterling work of our media.We owe a debt of gratitude to South Africa’s hardworking and tenacious journalists.",eng,human,0
"This topic explores the process of rebuilding lives and livelihoods in the aftermath of the devastating floods in Durban, KwaZulu-Natal. Following the natural disaster, efforts have been made to engage with local business owners to support their economic recovery. The goal is to assist these entrepreneurs in developing effective plans to revitalize their businesses and restore stability to the community.",eng,machine,1
"We have come a long way from the days where social protest by artists attracted banning orders, and critical reporting by journalists risked imprisonment or the closure of publications.Recently, the organisation Reporters without Borders published the 2021 World Press Freedom Index, a ba-rometer of the state of media freedom across the globe.Overall, it was found that there has been a decline in public access to information and an increase in obstacles to news coverage in a number of countries. The report said that jour-nalism is “totally blocked or seriously impeded” in 73 countries and “constrained” in 59 others. What is worrying is that media freedom has deterio-rated under the COVID-19 pandemic, with the various restrictions put in place having seemingly been used to curtail media activity in several places.In this latest report South Africa ranked 32nd out of 180 countries. The index describes the state of media freedom in South Africa as “guaranteed but fragile”.",eng,human,0
"The Special Investigating Unit (SIU) has released its final report following investigations into the suspected misuse of COVID-19 relief funds. The probe examined allegations of corruption and mismanagement across all branches of government. As a result, those who benefited from the fraudulent distribution of these funds are now facing legal consequences.",eng,machine,1
"“The bursaries are specifically aimed at learners in rural areas as they can take their knowledge back to their homesteads,” says Dr Nomfundo Mnisi, the Chairperson of the HWSETA. The Deputy Minister of Higher Education, Science and Innovation, Buti Manamela, welcomed the bursaries. The UP’s Faculty of Vete rinary Science will assist the HWSETA in its marketing, bursary funding and recruitment campaigns. “We will also assist the HWSETA in administering the bursaries, which were allocated for first-year veterinary science stu dents from the designated groups,” says Chris van Blerk, the Head of Communications and Media at UP’s Faculty of Veterinary Science.",eng,human,0
"South African youth are regarded as a profound source of inspiration and hope for the future. Regardless of their background or current circumstances, they possess an inherent drive to create positive change in the world. While they strive to improve their own individual lives, they are equally committed to building better and stronger communities.",eng,machine,1
"The government is preparing for an expected increase in COVID-19 cases over the coming weeks. To address this potential surge, officials are working tirelessly to ensure that the healthcare sector remains stable and well-equipped. These proactive measures are designed to strengthen medical capacity and ensure that patients receive necessary care. Such preparations are critical for maintaining public health stability during a spike in infections.",eng,machine,1
"Mr. Mabitsela from Modimolle, Limpopo, discovered he was a victim of identity theft after a bank rejected his loan application in February 2020. He was informed that he was ineligible for the loan because he already had excessive debts that he had not authorized. This situation highlights the critical importance of protecting personal information to prevent fraudulent financial activities. It serves as a warning for individuals to remain vigilant and regularly monitor their credit records.",eng,machine,1
"At the same time, we know what we have to do to protect ourselves and others. We know what causes the virus and what we can do to protect ourselves from becoming infected. We know we have to maintain social distancing, to self-isolate if we have come into contact with those infected and to present to a hospital if we have symptoms. We must continue to be guided by facts and not rumours.",eng,human,0
"The President's Employment Support Program continues to drive the creation of vital job opportunities across the nation. Launched last year, the initiative was designed to generate a high volume of employment within a very short timeframe. To achieve these ambitious goals, the program has implemented innovative methods and fresh strategies to modernize the approach to workforce development.",eng,machine,1
"The emancipation of wom-en is only words on paper unless it is matched by com-mitment from all sectors of society. As we prepare for the re-construction of our economy in the wake of the coronavi-rus pandemic, we have said that we cannot simply return to where we were before the outbreak of the virus. We must build a fundamentally different economy which, among other things, substan-tially improves the material position of women. This means that our invest-ment in infrastructure must support not only the devel-opment of local industry, but also women-owned business-es.",eng,human,0
"There can be no greater anguish than that of a parent whose children cry out to them for food, but they have none to give.There can be no greater injus-tice than a society where some live in comfort and plenty, while others struggle at the margins to survive with little or nothing at all.Yes, these are the residual ef-fects of a fractured and unequal past. But they are also a symp-tom of a fundamental failing in our post-apartheid society. The nationwide lockdown in response to the coronavirus has gravely exarcerbated a long-standing problem.Over the past few weeks, we have been confronted with distressing images of desper-ate people clamouring for food parcels at distribution centres and of community protests against food shortages.We have also had to contend with allegations both disturb-ing and disgusting. A number of provinces have received re-ports that callous individuals, some of them allegedly govern-ment oﬃ cials, are hoarding or selling food parcels earmarked for the needy and destitute, or diverting them to their friends and families.If there is found to be sub-stance to these allegations we will deal with the individuals concerned harshly.With the declaration of a na-tional state of disaster and the imposition of a nation-wide lockdown we entered un-charted waters.",eng,human,0
