text,language,source,label
"Ukuvalwa kokuthengiswa kukagwayi kubonakala kuyisinyathelo esibalulekile ekugcineni impilo yabantu abaningi iphephile. Lokhu kubalulekile ngoba i-COVID-19 iyigciwane elihlasela uhlelo lokuphefumula, okwenza ukuba abantu ababhemayo babe sengozini enkulu. Ngokubambisana nocwaningo, ababhemayo bangaba nezimpawu ezibucayi kakhulu kunalabo abangabhemi. Ngakho-ke, ukunqanda ukuthengiswa kukagwayi kungasiza kakhulu ekunciphisekeni kokufa nokuvikela amaphaphu omphakathi.",zul,machine,1
"Ngesikhathi u-Bev erly Mhla bane ethatha uhambo oluya esito lo eyothenga amaqanda, wayengazi ukuthi uma ebuyela ekhaya usengaba nombono wokuhlanganisa ibhi zinisi lakhe eliphumelele. “Ngelinye ilanga ngaya esi tolo ngiyothenga amaqanda futhi ngathola ukuthi amaqanda amba eqolo kakhulu ngabe senginqu ma ukuthenga izinkukhu ezilishumi ezibeka amaqanda ukuze sizotholela umndeni amaqanda,” kusho yena. Inkukhu ibeka iqanda njalo emva kwamahora angama-26, lokho okuchaza ukuthi uMhlabane utho la isilinganiso samaqanda ayisishiyagalombili noma ayisishiyagalolunye ngosuku. Emva kwezinyanga ezimbili, waqala wathengise la omakhelwane amaqanda.",zul,human,0
"Abantu bakhuthazwa ukuba basebenzise imali yabo ngobuhlakani ngalesi sikhathi samaholide. Ochwepheshe baxwayisa ukuthi ukusebenzisa imali ngendlela engafanele kufana nokuthwala isikweleti esisinda emahlombe. Ngakho-ke, kubalulekile ukugwema ukuchitha imali ngokweqile kulezi zinsuku zikaKhisimusi ngoba lokhu kungaba nomthelela omkhulu ekuziphileni kwabo ngomuso.",zul,machine,1
"UMqondisi Omkhulu we-Gugu Dlamini Foundation, uMandisa Mabaso, wasungula le nhlangano ngowezi-2010 emva kokuthi umama wakhe – ongasekho uGugu Dlamini – wakhandwa ngamatshe waze wafa ngowe-1998 eThekwini ngenxa yokuthi wadalula isimo sakhe sokuba ne-HIV .“Inhlangano le ihlose ukuqinisa uhulumeni wasekhaya ukuthi abhekane kangcono ne-GBVF, okuyinto ebaluleke kakhulu ekulawuleni umbula -lazwe we-HIV eNingizimu Afrika,” kusho uMabaso. “Ihlose futhi ukunciphisa ukusulelana nge-HIV/AIDS, yandise ukufinyelela ekunakekeleleni nokwenza ngcono imiphumela yezempilo kubesifazane nabesilisa abasuleleke nabathintwe yi-HIV/AIDS,” enezela. Uxhasomali olutholwa yinhlangano lusiza abesimame namantombazane ayizi-522 255 kanye namadoda nabafana abangama-900 ababuya emindenini ethinteke kakhulu yi-GBV kanye nodlame lwasekhaya; abantu abahlukumeze kile abaphila nokukhubazeka; kanye namalunga omphakathi we-LGBTQIA+, kusho uMa baso. Ngokwe-UNAIDS, ezi ndaweni ezihaqwe kakhulu i-HIV , abesimame abayizisulu ze-GBV babhekana namathuba amaningi afinyelela kuma-50% okuthola i-HIV .",zul,human,0
"Owokuqala uMthetho-sivivinywa ochibiyela uMthetho Wokuchibiyela Wamacala Ezobugebengu (Amacala Ezocansi Nahambisana Nawo). Lokhu kwethula amacala amasha okusatshiswa ngokocansi, amacala okulalana kwezihlobo, kanye no-msebenzi wabantu wokubika uma besola ukuthi kukhona ukuhlukunyezwa ngokocansi okwenzekile emntwaneni. Iphinde yelula ukuthi i-Rejista Kazwelonke Yamacala Ezocansi (i-NRSO) ifake lonke uhla lwabaphuli-mthetho kwezocansi. Kuze kube manje, isafake kuphela abaphuli-mthetho kwezocansi abalahlwe ngamacala ezocansi kubantwana noma kubantu abaphila nokukhubazeka ngokwengqondo.",zul,human,0
Ukubhalisela ukuvota kuzoba khona ngomhlaka 10 no-11 kuNdasa wezi-2018. Isikhulu Sokhetho uSy Mamabolo umatheka ukuthi izikhungo zokuvota eziyizi-22 612 zizobe zivuliwe. Lezi zikhungo zizovula kusukela ngele-8 ekuseni kulezo zinsuku zombili. Lokhu kwenzelwa ukunikeza abantu ithuba lokubhalisa ukuze bakwazi ukuvota.,zul,machine,1
"Lokhu kudingeka ngokuphuthumayo ukuqinisekisa ukuthi amabhizinisi ahlala ese benza futhi kungabi nokuphela kwemisebenzi. Ezikhathini ezahlukene emlandweni wentando yeningi labantu yethu, siye sabhekana nezigameko kanye nezimo ezihlole ubungako bamandla abantu bakithi kanye nokusebenza ngempumelelo kwezikhungo zethu. Sikubonile ukubumbana nokusekelwa okumangalisayo kwemiphakathi ethintekile KwaZuluNatali, eMpumalanga Kapa naseNyakatho Ntshonalanga. Ohulumeni bomasipala kanye nabesifundazwe bebesebenzisana ngokusondelana neminyango kazwelonke kanye namaejensi ukuze abantu bakwazi ukwakha izimpilo zabo kabusha futhi bavuselele imisebenzi yezomnotho yasendaweni.",zul,human,0
Ukubulawa kwabesifazane abafana no-Uyinene Mrwetyana no-Jesse Hess kusikhumbuza ngobuhlungu bodlame olusathungatha abesifazane emphakathini wethu. Kubalulekile ukuthi sonke sibambisane ukuvikela abesifazane nabantwana bethu ukuze baphephe ebunzimeni nasekubulaweni. Kumele silwe ngokuzimisela ngokugcina ukuhlonipha nokufundisa amadoda ukuthi udlame aluyona isisombululo. Masimise ukuhlukumeza manje ukuze sakhe isizwe esiphephile nesithobekile.,zul,machine,1
"iPhiko Olukhethekile Kwezokuphenywa Kwamacala (i-SIU) likhiphile umbiko wayo wokugcina mayelana nokusetshenziswa budedengu kwezimali ze-COVID-19. Lo mbiko ugxile ekuphenyweni kwezinsolo zenkohlakalo ezitholakale kuzo zonke izinhlaka zikahulumeni. Ngenxa yalokhu, ababhebhezeli benkohlakalo manje sebabhekana nomthetho ukuze kubuyiswe imali yomphakathi. Lokhu kwenziwa ngenhloso yokuthi kube nokuzibophezela ngokusebenzisa kabi izinsiza zikahulumeni ngesikhathi sobubi.",zul,machine,1
"Leli cebo alikho lisha. Eminyakeni engamashumi amathathu eyedlule, ngonyaka we-1992, iAfrican National Congress yemukela umqulu onesihloko esithi ‘Ready to Govern’. Lo mqulu ubeka imihlahlandlela yenqubomgomo yeNingizimu Afrika yentando yeningi labantu futhi, cishe iminyaka engamashumi amathathu, ubenomthelela ekuqondisweni kwenqubomgomo yokuphatha ngokulandelana kwentando yeningi labantu. Umqulu othi ‘Ready to Govern’ wawuhlose umbuso wentando yeningi labantu onesibopho esikhulu ‘sokuxhumanisa, ukuhlela kanye nokuqondisa ukuthuthukiswa komnotho ukuze kuthuthukiswe umnotho ogcinekayo’ ngokubambisana nenhlangano yezinyunyana zabasebenzi, amabhizinisi kanye nezinye izinhlaka zomphakathi.",zul,human,0
"Uthishanhloko uNtombi kayise Mkhize wasesikoleni i-Ozwathini Primary School endaweni yakwaNodwengu esiFundeni Ilembe uthemba ukuthi lolu hlelo luzosiza ini ngi labafundi bakhe abane nkinga esifundweni sokufu nda kanye nenyumeresi. Isikole sakhe sinabafu ndi ababhalisile kulo nyaka abalinganiselwa kuma-387 kusuka ebangeni R kuya kwelesi-7. “Iningi labafu ndi bethu livela emakhaya aphethwe yizingane kanti futhi abanye babo banakeke lwa ngogogo. Abanabo aba ntu abazobasiza ngomse benzi wesikole owenzelwa ekhaya noma abazobagqu gquzela ukuba bafunde izincwadi, futhi lokhu kunomthelela ongemu hle ekuqhubeni umse benzi wabo egunjini loku funda,” kuchaza uthisha nhloko.",zul,human,0
"UMnyango Wezasekhaya usebenzisa amasu amasha ukulwisana nemigqa emide emahovisi wawo. NgokukaNgqongqoshe uMalusi Gigaba, le nkathazo ibangelwa inani eliphezulu labantu abadinga usizo kanye nesikhala esinganele emahhovisi. Kukhona futhi izinkinga eziphathelene nobuholi ezidale ukubambezeleka kwezinsizwa. Lolu hlelo luhlose ukuthuthukisa ukusebenza komnyango ukuze abantu balungiswe ngokushesha nangendlela efanele.",zul,machine,1
"U-Childline South Africa ugcizelela ukuthi ukuxoxisana phakathi kwabazali nezingane kuwukhiye ekwakheni ubudlelwano obuqinile nobuntandano. Lokhu kusiza abazali ukuba bazi kangcono imizwa nezingqinamba ezibhekana nazo izingane zabo nsuku zonke, okuyinto ebalulekile ekulondolozweni kwazo. Ngokuvula iminyango yokukhuluma, izingane zizizwa ziphephile futhi ziba nesibindi sokubika noma yikuphi udlame olungenzeka. Ngakho-ke, kubalulekile ukuba abazali bibe nesikhathi sokulalela izingane zabo ngothando nangokubekezela ukuze kuvikelwe amalungelo azo.",zul,machine,1
"Siyazama ukwakha isizwe esinakekela izingane ukuze kuqinisekiswe ukuphepha kwazo. Ngeshwa, u-Enock akusiyena yedwa ingane edlulile emhlabeni ngenxa yezizathu ebezingagwemeka. Lokhu kwenzeka ngenxa yokungagcinwa kwesibophezelo sabantu abadala sokunakekela lezi zingane ngendlela efanele. Kubalulekile ukuthi sonke sibambisane ukuze kuvikelwe ukuphila kwezingane zakithi.",zul,machine,1
"Okukhathazayo ukuthi inkululeko yabezindaba yehlile ngesikhathi sobhubhane lweCOVID-19 , ne mikhawulo ehlukahlukene ebekiwe okubukeka engathi isetshenziselwe ukunqanda imisebenzi yabezindaba e zindaweni eziningi.Kulo mbiko wakamuva iNingizimu Afrika ibekwe yaba ngeyama-32 emazweni ayi-180. Inkomba ichaza isimo senkululeko yabe zindaba eNingizimu Afrika “njengesiqinisekisiwe ko dwa esintekenteke”. Uyakubonisa ukuthi ngesikhathi uMthethosisekelo waseNingizimu Afrika uvikela inkululeko futhi sesisungule isiko labezi ndaba abaphenyayo, izithiyo eziningi zisalokhu ziphazamisa izintatheli ekwenzeni imisebenzi yazo. Lokhu kubandakanya izijeziso zomthetho ngokuthwebula izithombe zeZinto Ezibalulekile Zikazwelonke noma ukubika ngezindaba ezibandakanya ezokuvike lwa kombuso.",zul,human,0
Lokhu kube njengokukhu luleka kubobonke abantu baseNingizimu Afrika abesebephila ngaphansi kwemikhawulo enzima izi nyanga eziyisihlanu eze dlule. Kuluphawu lwenqubeke laphambili esiyenzayo uku nciphisa ukusuleleka okusha kanye nomthamo ezikhu ngweni zethu zezempilo. Futhi kungukuthuthuka okubalulekile kakhulu njengoba siphokophelele ekuqaleni umnotho wethu kabusha. Kodwa-ke kusesekuseni kakhulu ukuthi singajabula.,zul,human,0
"Lokhu kube nzima kakhulu ngenxa yobhubhane, imizamo yokuvukela umbuso ngoNtu likazi ngowezi-2021, kanye nezikhukhula ezingxenyeni zaKwaZulu-Natali, eMpu malanga Kapa naseNyakatho Ntshonalanga. Kukho konke lokhu, inkinga kagesi nayo ivele yenyukela, yadala umonakalo emnothweni futhi yathwesa ubunzima ama khaya namabhizinisi. Noma kunjalo, ngisho nakuzo lezi zinselele ezesa bekayo, umphakathi wakithi kanye nomnotho kubonise ukuqina. Futhi izinkomba zithi umnotho wethu ubonisa izimpawu ezinhle zokukhula.",zul,human,0
"UMahlatse uyisibonelo esikhulu somlimi wesifazane ophokophele ukuze afinyelele empumelelweni. Waqala ukusebenza epulazini lasendaweni elikhiqiza izitshalo eziluhlaza eneminyaka eyi-15, esebenza ngezimpelasonto nangezikhathi zeholide zesikole. Ngokuzikhandla nokusiza umama wakhe, wakwazi ukukhulisa ulwazi nokukhuthazela kakhulu emkhakheni wezolimo. Lokhu kusifundisa ukuthi ukukhuthala nokuzimisela kusukela mseva kuyindlela eholela ekuthuthukeni nasekuphumeleleni empilweni.",zul,machine,1
"NgokweNhlangano Elawula Izimoto Emgwaqeni (RTMC), kunezinkulungwane zamakhadi elayisensi yokushayela akasalandiwe ku-inthanethi. Kubalulekile ukuthi ulande ikhadi lakho lelayisensi lokushayela ukuze ube nalo ngendlela yedijithali (digital). Lokhu kukusiza ukuthi ube nobufakazi obusezingeni lapho udinga ukukhombisa ukuthi unayo imvume yokushayela emgwaqeni. Ungaphuthelwa, landa ikhadi lakho manje ukuze ulandele imithetho yomgwaqo ngendlela efanele.",zul,machine,1
"Phakathi kukaNtulikazi noMandulo ngonyaka ka-2021, kubhalwe ukuthi abantu abayizi-9 556 badlwengulwe, kanti iningi labo kwakungabesifazane. Lesi sibalo sikhombisa ukukhula okungaphezulu ngo-7% uma kuqhathaniswa nombiko owedlule, okuyinto edala ukukhathazeka okukhulu emphakathini. Lezi zibalo zibuhlungu kakhulu futhi zikhombisa ukuthi ukuhlukunyezwa kwabesifazane sekuyinkinga emangalisayo, kanti kumele kuqashelwe ukuthi asikho isizathu esikufanele ukuthi umuntu enze ubugebengu obunjalo.",zul,machine,1
"Ukonga amanzi emakhaya kuyisinyathelo esibalulekile esingasiza ekugcineni imithombo yethu yamanzi isikhathi eside. Uma uchelelayo engadini, kumele uchelelayo izitshalo ngezikhathi zasekuseni noma ntambama lapho amazinga okushisa ephole khona ukuze amanzi angaphulukiswa masinyane. Ngaphezu kwalokho, ungawalahli amanzi awasebenzisela ukubilisa amaqanda; gcina lawo manzi apholile ukuze uchelele ngawo izitshalo zakho.",zul,machine,1
"Ngubani ofaneleke yilolu hlelo? • Ngabantu abafuna ukwenza ngcono imiphumela yabo kamatikuletsheni, okungaba yilabo abasanda kubhala noma labo ababhala eminyakeni eyishumi eyedlule. UDkt Malapile uyachaza ukuthi umuntu ofuna ukuthola isiqu sobunjiniyela, njengesibonelo nje, kumele ukuthi anyuse amamaki akhe ezibalo uku-ze afaneleke ukwenza lolo hlelo lomkhakha wezifundo.• Abantu abangazange ba-phumelela umatikuletsheni wabo futhi abafuna ithuba lesibili ukuze baphase. • Abantu abashiya phansi isikole emva kokuphasa iBanga lesishiyagalolunye (owawubizwa ngoStanda rd 7 phambilini), abane-minyaka engama-21 noma ngaphezulu, futhi abafisa ukuthola umatikuletsheni wabo.",zul,human,0
"Abantu baseNingizimu Afrika basuka kude, babekezele kakhulu futhi benze inqubekelaphambili ebonakalayo ekulweni ne-HIV , i-AIDS kanye neSifo sofuba. Masiphinde siqinise amandla okusombulula kanye nezenzo zethu zokubhekana futhi sinqobe i-AIDS unomphela.",zul,human,0
"Buyekeza imishwalense yakho – Hlolisisa impilo yakho, ezempilo, ukukhubazeka kanye nemishwalense yesikhashana ukuqinisekisa ukuthi imali iya-hambisana nezidingo zakho. Khuluma ukhululeke nalowo ozwana naye mayelana nemali Kunomkhuba omubi ovamile kubantu abashadile wokufi-hlelana izindaba zezimali. Ku-mele nihlangane nyangazonke nikhulume ngebhajethi, izifiso zenu zezimali kanye nalokho enikufisayo nobabili ngekusasa lenu. Zinikeni isikhathi ukuba nabelane ngombono wekusasa wokuthi ikusasa nindawonye nifuna libe njani.",zul,human,0
"Ukuthenga impahla engenantela kuyindlela enhle yokonga imali emndenini. Le mpahla yethulwa nguhulumeni ngowe-1991 ngenhloso yokusiza ama khaya anemalingeniso aphansi. Kusukela ngaleso sikhathi, izinto eziningi zengeziwe ohlwini lwezimpahla engenantela. Lokhu kusiza abantu ukuba bathole izimpahla ezishibhile kodwa ezisebenza kahle.",zul,machine,1
"Ngesahlulelo sowe-1995 seNkantolo Yomthethosise-kelo eyakhipha emthethweni isigwebo sentambo, u-Justice Arthur Chaskalson wabhala wathi: “Amalungelo empilo nesithunzi yiwona abaluleke kakhulu kuwowonke amalu-ngelo omuntu futhi angumtho-mbo wawo wonke amalungelo omuntu. Ngokuzinikela kwethu emphakathini owakhiwe ngo-kwamukela amalungelo abantu sidingeka ukuba siwaqhaka-mbise la malungelo amabili okudlula wonke amanye.”Le mithethonqubo esiyibekile ibekelwe phezu kwalokho ku-zinikelela empilweni nesithu-nzi, futhi ezithethelela – kulezi zimo ezibucayi – imikhawulo yesikhashana kwamanye amalu-ngelo, njengokuba nelungelo lokuya lapho uthanda khona nokuba nanoma ubani ofuna ukuba naye.Ekwenzeni lokhu, iNingizimu Afrika ayifani namanye amazwe.Inani labantu emhlabeni elili-nganiselwa koyedwa kwabahlanu livalelwe ngenxa yesifo noma lisekuvalweni kwezwe, ngaleli nani elikhula ngesivi-nini ngenxa yokukhula kwenani labasulelekayo. Lokhu kubanda-kanya amazwe anenani labantu elikhulu kunelethu, njenge-India enabantu abayisigidigidi esi-1.5. Inqwaba yamazwe isibeke izikhathi zokubuya ekhaya njengalesi esisibekile lana.",zul,human,0
"I-Vuk’uzenzele ibheka ukubaluleka kwalolu suku nokuthi luchaza ukuthini kithina bantu baseNingizimu Afrika. Mhla zingama-27 kuMbasa ngowe-1994 iNingizimu Afrika yaba nokhetho lokuqa la lwentando yeningi laba ntu olungacwasi ngokwebala. Kwakhethwa uhulumeni omusha owawuholwa uMongameli ongasekho uNelson Mandela. Kuningi osekuzuziwe eminya keni edlule, kodwa kuningi oku sadinga ukuthi kwenziwe ukuze kwenziwe ngcono izwe lethu futhi kuguqulwe nezimpilo zabo bonke abantu baseNingizimu Afrika.",zul,human,0
"Ukwenza ngcono uhlelo lokufaka iziceloEmkhankasweni wokwenza ngcono indlela nenqubo yokufaka izicelo ezokwenza kube lula kubafakizicelo, uNgqongqoshe uNzimande uthi kulo nyaka, u-NSFAS uqalise izichibiyelo kuhlelo-kusebenza ukuqinisekisa ukuthi ukufaka isicelo akunazihibe.Uthi uhlelo lwe-NSFAS lokufaka izicelo ngobuchwepheshe ne-inthanethi lwaklanywa kabusha ukuze luzosebenziseka kalula futhi lusondele ekufuzeni ezinye izinkundla abafakizicelo abazijwayele ezifana ne-WhatsApp, i-Twitter, i-Facebook ne-Instagram.“Inqubo yokufaka isicelo yona qobo yenziwe yaba lula futhi nemibuzo ebuzwayo ilula kakhulu ukuthi abantu bayiqonde. Okunye futhi, abafakizicelo bangama phakathi nayo inqubo babuye baqhubeke ngesinye isikhathi ngaphandle kokuqala phansi futhi, okuyi nto ebingenzeki ezikhathini ezedlule, ubeke kanjalo.“Ngaphezu kwezichibiyelo, u-NSFAS usungule izinkundla ezengeziwe ezizosiza abafakizicelo abanemvelaphi eyahlukahlukene, kanye nokukhumbula ukuthi iningi labafakizicelo yintsha ethanda ukwenza izinto ngobuchwepheshe bedijithali,” kwengeza uNgqongqoshe uNzimande.Izinkundla ezintsha zibanda kanya i-Mobile App, i-USSD kanye ne-WhatsApp, lapho ungafaka isicelo soxhasomali lwe-NSFAS, uphinde ulandelele isimo sesicelo sakho kanye nokuhoxisa izicelo ebesezifakiwe phakathi kwezinye izinto. Lokhu bekwenzeka ngokwendlule kwinkundla yewebhusayithi.Okunye futhi, ukuqinise kisa ukuthi akekho umfaki sicelo oshiyeka ngemuva, uNgqongqoshe uNzimande uthi u-NSFAS uzoqalisa umkhankaso wokufinyelela ebantwini, ukuqinisekisa ukuthi abantu abangakwazi ukufinyelela kwizinsiza zobuchwepheshe abazozisebe nzisa ukufaka izicelo ngohlelo lwe-inthanethi nabo bayanikwa izinsiza nokwesekwa okufanele ukuze bezofaka izicelo zabo. Ungawuthola kanjani umfundaze wa kwa-NSFAS Ufanelekile ukuthola umfunda ze wakwa-NSFAS uma uyisa khamuzi saseNingizimu Afrika esihlele ukufunda ngonyaka wezi-2023 noma esesivele sifunda enyuvesi kahulumeni noma ekolishi eliyi-TVET futhi uhlangabezana nalezi zidingo ezilandelayo: • Uthola isibonelelo sakwa-SASSA.• Umholo wekhaya usuhlangene awudluli izi-R350 000 ngonyaka.• Uma ungumuntu ophila nokukhubazeka, umholo wekhaya usuhlangene akufanele ube ngaphezu kwezi-R600 000 ngonyaka.• Uma ungumfundi oqale izifundo zasenyuvesi ngaphambi kowezi-2018 futhi umholo wekhaya lakho awukho ngaphezu kwezi-R122 000 ngonya kaIsikhathi sokufakwa kwezicelo sizovalwa mhla wama-31 kuMasingana 2023.",zul,human,0
